City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,griffith,41.5284,-87.4237,281.22,47,100,4.63,US,1709328980
283,beloretsk,53.9631,58.3981,263.67,98,100,0.96,RU,1709329527
284,gounou gaya,9.6294,15.5132,305.18,14,100,3.2,TD,1709329528
285,ingeniero jacobacci,-41.3427,-69.5448,296.91,12,68,10.32,AR,1709329529
286,minas de marcona,-15.2119,-75.1103,294.52,72,91,4.67,PE,1709329529
287,lebu,-37.6167,-73.65,288.88,75,0,8.12,CL,1709329530
288,codrington,-38.2667,141.9667,288.32,71,99,5.24,AU,1709329001
289,peniche,39.3558,-9.3811,285.89,93,54,5.93,PT,1709329530
290,tegueste,28.5167,-16.3167,289.31,88,75,8.23,ES,1709329023
291,mount pleasant,32.7941,-79.8626,290.93,96,100,6.69,US,1709329176
292,san andres,12.5847,-81.7006,303.16,70,40,5.66,CO,1709329431
293,titao,13.7667,-2.0667,301.76,8,50,4.36,BF,1709329532
294,kajaani,64.2273,27.7285,272.18,86,75,5.66,FI,1709329533
295,sierra grande,-41.606,-65.3557,300.14,30,62,5.12,AR,1709329533
296,moree,-29.4667,149.85,301.14,45,1,7.09,AU,1709329534
297,posto fiscal rolim de moura,-13.0833,-62.2667,298.12,92,99,1.16,BR,1709329359
298,sernur,56.9333,49.1536,268.72,98,99,1.57,RU,1709329535
299,booue,-0.0921,11.9385,297.97,95,100,0.51,GA,1709329536
300,shemgang,27.2169,90.6579,280.68,87,77,1.07,BT,1709329536
301,campbellton,48.0075,-66.6727,264.4,60,99,5.59,CA,1709329537
302,ringkobing,56.0901,8.244,278.72,94,83,4.52,DK,1709329537
303,saint-louis,16.3333,-15.0,302.95,19,0,6.3,SN,1709329431
304,ardakan,32.31,54.0175,275.31,52,0,2.28,IR,1709329538
305,villa de san diego de ubate,5.3093,-73.8157,290.98,58,100,1.46,CO,1709329539
306,harstad,68.799,16.5293,277.12,74,98,3.16,NO,1709329539
307,karukh,34.4811,62.5863,263.35,85,79,3.66,AF,1709329540
308,souillac,-20.5167,57.5167,298.36,69,75,3.6,MU,1709329540
309,al ghayzah,16.2079,52.176,298.15,57,38,1.24,YE,1709328788
310,inirida,3.8653,-67.9239,301.03,70,100,1.08,CO,1709328958
311,tshabong,-26.05,22.45,298.51,33,3,3.75,BW,1709329542
312,beledweyne,4.7358,45.2036,299.95,62,1,6.45,SO,1709329543
313,soligalich,59.0778,42.2864,274.09,96,100,0.65,RU,1709329544
314,nadym,65.5333,72.5167,260.18,97,88,5.72,RU,1709329099
315,turkmenbasy,40.0222,52.9552,269.58,68,0,0.0,TM,1709329544
316,barakani,-12.1356,44.4317,301.25,78,59,1.73,KM,1709329545
317,qianzhou,28.3167,109.7167,275.72,87,47,0.76,CN,1709329098
318,chonchi,-42.6128,-73.8092,290.71,92,98,1.65,CL,1709329546
319,kangiwa,12.5521,3.8187,301.85,10,100,4.38,NG,1709329546
320,pauini,-7.7136,-66.9764,299.13,94,79,1.15,BR,1709329547
321,woods creek,47.8787,-121.8985,278.84,85,92,1.79,US,1709329547
322,lorengau,-2.0226,147.2712,300.32,82,98,1.12,PG,1709329548
323,tibiri,13.5627,7.0485,300.1,12,92,5.84,NE,1709329548
324,crateus,-5.1783,-40.6775,298.63,85,92,2.1,BR,1709329549
325,ca mau,9.1769,105.15,299.09,79,66,4.57,VN,1709329549
326,pocone,-16.2567,-56.6228,305.58,45,35,2.6,BR,1709329362
327,emerald,-23.5333,148.1667,297.23,77,0,3.73,AU,1709329550
328,okha,53.5739,142.9478,251.54,98,28,4.23,RU,1709329081
329,ampanihy,-24.7,44.75,297.07,58,0,4.03,MG,1709329551
330,belmonte,-15.8631,-38.8828,300.76,82,5,4.63,BR,1709329031
331,lompoc,34.6391,-120.4579,289.7,69,100,7.72,US,1709329552
332,tsiombe,-25.3,45.4833,297.18,79,50,5.48,MG,1709329104
333,novyy urgal,51.0736,132.5642,246.35,100,96,1.03,RU,1709329553
334,zheleznodorozhnyy,55.7503,38.0042,275.57,100,100,0.89,RU,1709329553
335,whakatane,-37.9585,176.9854,295.31,75,31,1.79,NZ,1709329432
336,rach gia,10.0167,105.0833,299.05,76,61,4.87,VN,1709329554
337,anadyr,64.75,177.4833,259.43,84,20,14.0,RU,1709329555
338,porto novo,6.4965,2.6036,301.05,82,94,3.63,BJ,1709329468
339,opuwo,-18.0607,13.84,293.63,76,100,0.97,NA,1709329556
340,hastings,50.8552,0.5729,280.11,76,96,10.21,GB,1709329429
341,burang,30.25,81.1667,267.3,96,100,2.41,CN,1709329557
342,mgandu,-5.95,34.1333,289.92,93,26,1.17,TZ,1709329557
343,palikir - national government center,6.9248,158.1611,301.62,74,100,5.14,FM,1709329558
344,naha,26.2125,127.6811,287.53,88,75,11.32,JP,1709329558
345,bridlington,54.0831,-0.1919,279.83,83,21,4.02,GB,1709329559
346,luanda,-8.8368,13.2343,299.15,89,75,1.54,AO,1709329429
347,tutoia,-2.7619,-42.2744,299.62,86,18,2.63,BR,1709329560
348,riachao,-7.3619,-46.6172,298.51,82,85,1.39,BR,1709329560
349,yonan-up,37.9089,126.1611,269.39,51,3,2.68,KP,1709329561
350,nosy varika,-20.5833,48.5333,296.62,90,98,1.81,MG,1709329561
351,sanchursk,56.9413,47.2499,272.14,79,94,0.7,RU,1709329562
352,guane,22.2025,-84.0875,300.13,67,89,4.55,CU,1709329562
353,sumbe,-11.2061,13.8437,299.8,76,98,2.9,AO,1709329563
354,kendari,-3.945,122.4989,298.26,94,89,1.18,ID,1709329563
355,vadso,70.0744,29.7487,276.24,81,40,6.17,NO,1709328972
356,susuman,62.7833,148.1667,255.36,87,100,2.24,RU,1709328978
357,ismailia,30.6043,32.2723,293.03,41,13,6.23,EG,1709329565
358,murun-kuren,49.6342,100.1625,255.17,85,100,1.18,MN,1709329565
359,oyama,36.3,139.8,279.59,28,92,3.71,JP,1709329106
360,gokceada,40.2011,25.909,280.75,80,100,1.36,TR,1709329567
361,kas,36.2018,29.6377,288.07,50,100,6.01,TR,1709329567
362,kapa'a,22.0752,-159.319,298.14,74,75,6.69,US,1709329082
363,west bay,19.3667,-81.4167,302.19,65,75,6.69,KY,1709329568
364,cidreira,-30.1811,-50.2056,297.03,88,10,4.83,BR,1709329569
365,yemetsk,63.4721,41.7941,268.2,98,100,2.07,RU,1709329569
366,oriximina,-1.7656,-55.8661,299.42,88,88,1.38,BR,1709329570
367,tofol,5.3248,163.0078,301.5,70,100,9.95,FM,1709329570
368,nizwa,22.9333,57.5333,288.83,62,0,3.24,OM,1709329571
369,colac,-38.3333,143.5833,286.58,81,69,3.32,AU,1709329200
370,ataq,14.5377,46.8319,293.64,82,68,2.63,YE,1709329572
371,port clinton,41.512,-82.9377,282.23,66,75,2.57,US,1709329408
372,garachico,28.7781,-17.7646,289.21,59,40,9.26,ES,1709329573
373,upper grand lagoon,30.1633,-85.7408,294.16,91,100,6.69,US,1709329431
374,ta`u,-14.2336,-169.5144,302.09,79,11,8.37,AS,1709329574
375,hotan,37.0997,79.9269,273.38,51,85,1.26,CN,1709329574
376,le port,-20.9373,55.2919,297.13,70,52,1.74,RE,1709329575
377,chiredzi,-21.05,31.6667,293.24,61,0,1.28,ZW,1709329575
378,tongchuanshi,35.0806,109.0897,272.34,68,4,1.48,CN,1709329576
379,sumbawa besar,-8.5,117.4333,298.0,94,100,1.18,ID,1709329577
380,callao,-12.0667,-77.15,299.31,69,0,4.63,PE,1709329577
381,leava,-14.3,-178.1667,302.63,77,59,7.25,WF,1709329009
382,lindisfarne,-42.8333,147.35,286.04,65,48,4.02,AU,1709329578
383,verkhnevilyuysk,63.4453,120.3167,239.04,100,100,1.2,RU,1709329578
384,selebi-phikwe,-21.979,27.8498,291.01,48,0,2.01,BW,1709329579
385,dryden,49.7833,-92.7503,280.31,45,0,7.72,CA,1709328748
386,saint-francois,46.4154,3.9054,282.84,67,0,5.14,FR,1709329580
387,as saffaniyah,27.9708,48.73,288.12,34,100,3.9,SA,1709329580
388,castillos,-34.1667,-53.8333,294.43,71,28,4.1,UY,1709329581
389,vovchans'k,50.3003,36.9467,271.82,85,2,2.61,UA,1709329582
390,rurrenabaque,-14.4413,-67.5278,305.98,74,80,1.26,BO,1709329582
391,huarmey,-10.0681,-78.1522,298.38,72,71,3.19,PE,1709329039
392,al qubbah,32.7616,22.2424,282.71,83,0,7.78,LY,1709329583
393,corinto,37.9407,22.9573,284.29,90,59,1.81,GR,1709329584
394,saint-philippe,-21.3585,55.7679,295.92,74,50,5.18,RE,1709329046
395,santa isabel,-23.3156,-46.2214,297.99,97,73,1.61,BR,1709328795
396,auki,-8.7676,160.7034,301.65,78,87,1.2,SB,1709329585
397,vilyuchinsk,52.9306,158.4028,271.3,82,90,3.68,RU,1709329586
398,la sarre,48.8002,-79.1996,271.15,86,100,3.99,CA,1709328995
399,shengli,37.4564,118.4856,273.76,58,0,5.77,CN,1709329587
400,north bend,43.4065,-124.2243,283.28,76,40,6.69,US,1709329337
401,kittila,67.6647,24.8936,273.23,100,100,5.14,FI,1709329587
402,lauro de freitas,-12.8944,-38.3272,303.16,79,0,5.14,BR,1709329588
403,happy valley-goose bay,53.3168,-60.3315,257.32,51,75,6.69,CA,1709329588
404,gulf shores,30.246,-87.7008,293.18,83,100,4.12,US,1709329429
405,nabire,-3.3667,135.4833,297.85,91,100,1.76,ID,1709329589
406,labytnangi,66.6572,66.4183,263.95,92,100,3.74,RU,1709329590
407,las lomitas,-24.7096,-60.593,307.27,40,66,2.34,AR,1709329590
408,polovinnoye,54.7914,65.9864,260.25,98,64,3.19,RU,1709329591
409,ciudad bolivar,8.1222,-63.5497,308.99,24,89,4.28,VE,1709329306
410,holualoa,19.6228,-155.9522,298.46,79,40,4.63,US,1709329592
411,el granada,37.5027,-122.4694,288.96,78,100,9.77,US,1709329466
412,dean funes,-30.4204,-64.3498,300.03,65,87,5.01,AR,1709329593
413,brookings,44.3114,-96.7984,289.29,41,0,7.2,US,1709329042
414,ben gardane,33.1378,11.2197,288.76,42,0,3.66,TN,1709329594
415,exu,-7.5119,-39.7242,298.7,71,49,1.95,BR,1709329594
416,sandy,40.572,-111.8606,289.6,31,0,10.8,US,1709329430
417,alta,69.9689,23.2717,276.74,69,0,12.96,NO,1709329196
418,flying fish cove,-10.4217,105.6791,299.97,89,100,2.06,CX,1709329086
419,north bay,46.3168,-79.4663,278.16,52,75,6.17,CA,1709329431
420,fortuna foothills,32.6578,-114.4119,300.49,26,0,3.6,US,1709329597
421,almeirim,-1.5233,-52.5817,299.13,87,44,1.37,BR,1709329389
422,shingu,33.7333,135.9833,275.27,65,100,2.46,JP,1709329598
423,borgarnes,64.5383,-21.9206,270.18,90,9,4.86,IS,1709329598
424,vernon,50.2581,-119.2691,281.35,58,90,2.24,CA,1709329448
425,el calafate,-50.3408,-72.2768,283.73,70,40,7.07,AR,1709329599
426,macau,22.2006,113.5461,282.04,93,40,10.29,MO,1709329431
427,tchintabaraden,15.8969,5.7985,298.91,10,91,3.83,NE,1709329600
428,champerico,14.3,-91.9167,307.45,60,4,4.74,GT,1709329600
429,asosa,10.0667,34.5333,295.41,13,78,1.41,ET,1709329601
430,gizo,-8.103,156.8419,302.18,73,100,1.94,SB,1709329601
431,bengkulu,-3.8004,102.2655,297.74,92,100,2.35,ID,1709329602
432,prainha,-1.8,-53.48,299.24,87,72,1.31,BR,1709329602
433,nsanje,-16.92,35.262,295.67,95,33,0.66,MW,1709329603
434,eastham,41.8301,-69.9739,276.14,62,0,5.14,US,1709329446
435,thunder bay,48.4001,-89.3168,280.14,39,40,4.12,CA,1709329604
436,skeldon,5.8833,-57.1333,299.89,74,57,3.67,GY,1709329605
437,fuglafjordur,62.244,-6.814,272.41,76,100,13.1,FO,1709329605
438,gereida,11.2811,25.1414,300.67,10,9,3.87,SD,1709329606
439,chagny,46.9095,4.7519,280.87,74,100,3.36,FR,1709329606
440,brotas,-22.2842,-48.1267,297.12,84,94,1.33,BR,1709329606
441,karatsu,33.4425,129.9697,276.09,25,99,1.34,JP,1709329607
442,tocopilla,-22.092,-70.1979,295.17,70,70,1.58,CL,1709329607
443,buka,40.8108,69.1986,274.54,99,100,2.6,UZ,1709329609
444,cabinda,-5.55,12.2,300.23,94,91,2.57,AO,1709329609
445,palmer,42.1584,-72.3287,280.1,38,20,5.36,US,1709329322
446,laguna,38.421,-121.4238,288.28,74,75,6.69,US,1709329431
447,zaozersk,69.4005,32.4476,274.56,98,100,8.93,RU,1709329610
448,vila velha,-20.3297,-40.2925,302.12,84,40,3.09,BR,1709329611
449,mukalla,14.5425,49.1242,298.08,82,62,2.7,YE,1709329611
450,rio bueno,-40.3167,-72.9667,294.23,38,47,3.83,CL,1709329612
451,nikolayevsk-on-amure,53.1406,140.73,248.94,100,92,1.15,RU,1709329612
452,portland,45.5234,-122.6762,280.27,90,75,7.2,US,1709329300
453,san pedro pochutla,15.7333,-96.4667,303.7,45,100,3.4,MX,1709329613
454,kohima,25.6667,94.1167,283.03,72,0,1.31,IN,1709329430
455,tamandare,-8.7597,-35.1047,301.51,77,0,4.14,BR,1709329614
456,nuku'alofa,-21.1333,-175.2,303.34,79,20,3.6,TO,1709329615
457,baiti,13.745,-14.7482,304.12,10,20,4.41,SN,1709329615
458,fiambala,-27.6871,-67.6149,300.95,56,35,3.73,AR,1709329616
459,qarazhal,48.0078,70.7903,256.74,100,100,0.46,KZ,1709329616
460,tual,-5.6667,132.75,301.99,72,99,0.57,ID,1709329617
461,lewistown,40.5992,-77.5714,282.52,65,0,3.09,US,1709329431
462,mo i rana,66.3128,14.1428,278.41,86,75,1.03,NO,1709329617
463,morondava,-20.2833,44.2833,299.72,83,3,2.21,MG,1709329618
464,alaghsas,17.0187,8.0168,295.92,8,99,8.56,NE,1709329618
465,ouesso,1.6136,16.0517,298.17,69,99,1.07,CG,1709329479
466,dunedin,-45.8742,170.5036,290.26,80,89,3.58,NZ,1709329294
467,dingzhou,38.5131,114.9956,275.21,35,18,1.82,CN,1709329620
468,okhotsk,59.3833,143.3,261.06,84,100,5.6,RU,1709329594
469,rio grande,-32.035,-52.0986,300.21,86,0,4.77,BR,1709329622
470,revda,56.801,59.9303,266.69,98,100,0.77,RU,1709329622
471,lobujya,27.95,86.8167,259.92,13,0,1.87,NP,1709329627
472,san luis de la loma,17.2706,-100.8939,301.93,56,99,3.97,MX,1709329629
473,kristiansund,63.1115,7.732,282.51,46,0,3.6,NO,1709329630
474,sao felix do xingu,-6.6447,-51.995,297.4,96,75,0.49,BR,1709329640
475,iowa park,33.9515,-98.6687,295.34,46,0,4.63,US,1709329571
476,new norfolk,-42.7826,147.0587,285.88,57,56,3.22,AU,1709329641
477,ternate,0.8,127.4,300.12,83,96,3.84,ID,1709329642
478,contamana,-7.3333,-75.0167,296.77,96,100,0.44,PE,1709329652
479,jutai,-5.1833,-68.9,299.29,94,64,1.41,BR,1709329653
480,stephenville,32.2207,-98.2023,297.13,34,0,4.63,US,1709329432
481,gutierrez zamora,20.45,-97.0833,298.05,84,88,5.13,MX,1709329654
482,djambala,-2.5447,14.7533,294.85,84,94,1.5,CG,1709329654
483,boyolangu,-8.1181,111.8935,297.9,91,100,0.33,ID,1709329655
484,sandnessjoen,66.0217,12.6316,281.21,61,75,2.57,NO,1709329105
485,aral,40.5156,81.2636,273.11,39,88,3.64,CN,1709329655
486,brisas de zicatela,15.8369,-97.0419,304.44,58,40,4.12,MX,1709329108
487,lachi,33.3833,71.3386,283.52,94,100,1.88,PK,1709329656
488,iturama,-19.7281,-50.1956,303.46,42,20,3.71,BR,1709329657
489,arteche,12.2645,125.4048,296.86,87,100,3.75,PH,1709329658
490,wamba,8.9333,8.6,302.38,48,44,1.39,NG,1709329658
491,ceerigaabo,10.6162,47.368,289.65,51,35,1.47,SO,1709329659
492,puerto santa,-8.9906,-78.6456,297.9,72,92,3.31,PE,1709329659
493,badger,64.8,-147.5333,253.22,66,20,0.0,US,1709329660
494,al hudaydah,14.7978,42.9545,299.9,83,34,3.5,YE,1709329660
495,kantunilkin,21.0917,-87.45,304.85,38,56,3.85,MX,1709329661
496,huron,41.1501,-82.5499,281.49,40,100,4.76,US,1709329090
497,martapura,-3.4167,114.85,299.2,100,40,0.51,ID,1709329661
498,pacific grove,36.6177,-121.9166,289.49,72,40,9.39,US,1709329662
499,harrisonburg,38.4496,-78.8689,282.19,48,100,4.12,US,1709329429
500,sur,22.5667,59.5289,292.48,55,4,11.15,OM,1709329393
501,sidney,-33.8679,151.2073,299.99,85,75,3.09,AU,1709329158
502,swakopmund,-22.6833,14.5333,293.62,86,7,2.24,NA,1709329100
503,mar del plata,-38.0023,-57.5575,297.33,60,0,12.96,AR,1709329303
504,chibougamau,49.9168,-74.3659,261.94,52,0,5.66,CA,1709329665
505,kruisfontein,-34.0033,24.7314,293.09,91,59,4.38,ZA,1709329665
506,porbandar,21.6422,69.6093,296.14,84,0,4.88,IN,1709329666
507,owando,-0.4819,15.8999,298.58,73,74,1.37,CG,1709329666
508,santa eularia des riu,38.9846,1.5341,287.76,77,0,7.2,ES,1709329667
509,manakara,-22.1333,48.0167,296.62,90,100,0.48,MG,1709329667
510,baotou,40.6522,109.8222,267.37,44,0,3.05,CN,1709329668
511,gislaved,57.3044,13.5408,280.15,86,100,1.99,SE,1709329669
512,sena madureira,-9.0656,-68.6569,298.38,95,91,0.19,BR,1709329669
513,pulandian,39.3953,121.9669,272.37,61,51,7.49,CN,1709329670
514,fedorovskiy,45.0972,40.9517,275.77,70,36,4.21,RU,1709329671
515,vanimo,-2.6741,141.3028,299.13,90,99,2.04,PG,1709329671
516,sao miguel do araguaia,-13.275,-50.1628,300.97,71,97,2.5,BR,1709329672
517,akureyri,65.6835,-18.0878,269.11,86,100,7.2,IS,1709329672
518,ola,59.5833,151.2833,262.12,80,100,4.24,RU,1709329673
519,saint-jean-de-monts,46.7833,-2.0667,282.65,67,91,10.91,FR,1709329673
520,kununurra,-15.7667,128.7333,300.14,94,40,2.06,AU,1709329674
521,roccella ionica,38.322,16.4009,285.62,80,100,2.2,IT,1709329625
522,as samawah,31.332,45.2944,285.77,26,0,2.7,IQ,1709329675
523,chapada dos guimaraes,-15.4606,-55.7497,298.96,55,63,1.8,BR,1709329675
524,acajutla,13.5928,-89.8275,302.57,60,24,3.56,SV,1709329676
525,ballina,-28.8667,153.5667,297.47,72,7,4.1,AU,1709329676
526,majie,25.0333,102.6361,278.14,93,40,3.0,CN,1709329677
527,forster,-32.1667,152.5167,300.53,82,87,2.08,AU,1709329677
528,hasaki,35.7333,140.8333,277.37,47,98,8.65,JP,1709329083
529,muynoq,43.7683,59.0214,274.44,62,28,4.3,UZ,1709329678
530,twon-brass,4.3151,6.2418,301.63,76,79,4.51,NG,1709329678
531,kiunga,-6.1219,141.2906,297.54,97,100,0.69,PG,1709329679
532,mejit,10.2753,170.8646,300.07,75,90,8.05,MH,1709329679
533,saint croix,17.7397,-64.7388,300.4,84,40,5.14,VI,1709329680
534,lae,-6.7221,146.9847,301.18,73,99,2.16,PG,1709329680
535,mana,5.6592,-53.7767,299.89,79,61,4.52,GF,1709329681
536,kinablangan,7.6947,126.5503,298.33,84,89,2.79,PH,1709329682
537,tocache,-8.1842,-76.5125,296.11,95,100,0.16,PE,1709329683
538,ankazobe,-18.3167,47.1167,291.34,92,100,3.2,MG,1709329683
539,dhoraji,21.7333,70.45,294.67,90,0,3.23,IN,1709329684
540,neya,58.2972,43.8681,271.41,97,100,0.84,RU,1709329684
541,romsey,50.9891,-1.4999,278.64,94,40,4.12,GB,1709329685
542,that phanom,16.9364,104.7104,289.86,78,38,5.53,TH,1709329685
543,haizhou,34.5817,119.1289,272.24,71,15,3.11,CN,1709329686
544,armacao de buzios,-22.7469,-41.8817,300.24,92,95,3.26,BR,1709329476
545,antofagasta,-23.65,-70.4,295.75,73,90,2.41,CL,1709329687
546,buston,40.2342,69.6948,273.25,93,100,4.0,TJ,1709329687
547,mao,39.8885,4.2658,284.46,66,0,2.57,ES,1709329688
548,westport,41.1415,-73.3579,279.99,53,0,5.66,US,1709329431
549,al jahra',29.3375,47.6581,288.5,23,100,3.83,KW,1709329688
550,arvin,35.2091,-118.8284,294.14,63,44,3.08,US,1709329345
551,pointe aux piments,-20.0628,57.5131,298.46,73,85,7.53,MU,1709329689
552,neosho,36.869,-94.368,287.1,52,0,1.79,US,1709329690
553,mogadishu,2.0371,45.3438,300.12,78,16,8.37,SO,1709329690
554,warren,39.4334,-84.1666,279.81,71,100,3.6,US,1709329691
555,kaohsiung,22.6163,120.3133,289.12,77,100,2.57,TW,1709329691
556,freetown,8.484,-13.2299,301.99,70,20,6.17,SL,1709329692
557,conde,-7.2597,-34.9075,301.85,74,0,2.57,BR,1709329693
558,benjamin constant,-4.3831,-70.0311,303.22,69,20,3.6,BR,1709329456
559,nouadhibou,20.931,-17.0347,291.45,76,0,10.29,MR,1709329694
560,malaga,36.7202,-4.4203,287.09,44,0,6.17,ES,1709329203
561,winnemucca,40.973,-117.7357,282.18,40,75,12.35,US,1709329431
562,san patricio,28.017,-97.5169,292.55,67,87,1.35,US,1709329695
563,mezhdurechenskiy,59.6,65.9333,256.06,100,100,0.66,RU,1709329696
